disease_id	name
DIS002754	Tracheal agenesis
DIS002761	Left axis deviation
DIS003517	Crouzon syndrome
DIS003518	Ileus
DIS003520	Transverse myelitis
DIS004267	Subungual hematoma
DIS003521	Infection
DIS002774	Chronic eosinophilic leukemia
DIS003522	Neurasthenia
DIS002785	Influenza A virus subtype H3N8
DIS003525	Germ cell tumor
DIS002797	ATR-16 syndrome
DIS013198	Saddle anesthesia
DIS003527	Benign familial neonatal seizures
DIS002799	Branch retinal vein occlusion
DIS003529	Thrombosis
DIS003530	Pneumothorax
DIS003531	Hypogammaglobulinemia
DIS000103	Neurosis
DIS003532	Urinary incontinence
DIS003533	Kidney failure
DIS003534	Cervicitis
DIS002816	Ammonia poisoning
DIS002818	Choriocarcinoma
DIS003536	Prolidase deficiency
DIS003537	Nipple adenoma
DIS001178	Rosacea
DIS001035	Bladder outlet obstruction
DIS003538	Blind loop syndrome
DIS003539	Hoyeraal-Hreidarsson syndrome
DIS001037	Cellulite
DIS003540	Melioidosis
DIS002833	Trochleitis
DIS003541	Pseudobulbar palsy
DIS002835	Oncogenic osteomalacia
DIS000278	Emphysematous cystitis
DIS003542	Genital wart
DIS002838	Villoglandular adenocarcinoma of the cervix
DIS003543	Nevoid basal-cell carcinoma syndrome
DIS003544	Sudden arrhythmic death syndrome
DIS002845	Stress ulcer
DIS003545	Diabetes mellitus type 1
DIS003528	Pulmonary aspiration
DIS003547	Pyloric stenosis
DIS001045	Malpuech facial clefting syndrome
DIS003549	Leukopenia
DIS003550	Costochondritis
DIS003551	Aspiration pneumonia
DIS002862	Infantile esotropia
DIS000522	Bilateral hilar lymphadenopathy
DIS003552	Potter sequence
DIS002866	Marcus Gunn pupil
DIS002867	Histiocytoma
DIS003554	Burn
DIS002870	Malunion
DIS003555	Fibrodysplasia ossificans progressiva
DIS002871	Meesmann corneal dystrophy
DIS003557	Subcutaneous emphysema
DIS003558	Bad breath
DIS003560	Pyometra
DIS002888	Enteric duplication cyst
DIS003561	Ogilvie syndrome
DIS000106	Tibial plateau fracture
DIS010322	Panama disease
DIS003562	Seminoma
DIS002895	Yellow-cedar decline
DIS009974	Type 1 diabetes
DIS003563	Lev's disease
DIS002898	Incisional hernia
DIS003565	Carotid artery dissection
DIS001064	Venezuelan hemorrhagic fever
DIS002904	Compound heterozygosity
DIS003567	Osteopetrosis
DIS003568	Crohn's disease
DIS002909	Erotomania
DIS002910	Malformative syndrome
DIS003570	Stuttering
DIS003571	Middle East respiratory syndrome
DIS000538	Delayed onset muscle soreness
DIS003572	Ostium primum atrial septal defect
DIS002916	Oral mucocele
DIS003573	Congenital hyperinsulinism
DIS002918	Narcissistic personality disorder
DIS000194	Gastroenteritis
DIS003574	Ewing's sarcoma
DIS003575	Lennox–Gastaut syndrome
DIS002923	Epithelial basement membrane dystrophy
DIS003576	Ectrodactyly–ectodermal dysplasia–cleft syndrome
DIS002928	Congenital mirror movement disorder
DIS003577	Radial neuropathy
DIS002931	Shortness of breath
DIS002933	Recurrent airway obstruction
DIS001078	Papillary urothelial neoplasm of low malignant potential
DIS001079	Deformity
DIS002939	Diet Coke and Mentos eruption
DIS000541	Galeazzi fracture
DIS009020	Closed-head injury
DIS001080	Polyuria
DIS002943	Phosphene
DIS003582	Diabetic ketoacidosis
DIS002945	Bitter pit
DIS003584	Lymphedema
DIS001084	Astrogliosis
DIS003585	Excoriation disorder
DIS002958	Sleep sex
DIS003586	Muscular dystrophy
DIS003587	Hemarthrosis
DIS003588	Insulin resistance
DIS003589	Trichotillomania
DIS002971	Stem rust
DIS001089	Chronic allograft nephropathy
DIS003590	Müllerian agenesis
DIS002972	Priming (steam locomotive)
DIS000547	Metastasis
DIS003592	Hypopigmentation
DIS008124	Familial amyloid polyneuropathy
DIS003593	Epileptic seizure
DIS002980	Jaundice
DIS003594	Timothy syndrome
DIS003595	Dwarfism
DIS002983	Corn (medicine)
DIS001095	Gout
DIS003597	Hyperphenylalaninemia
DIS003598	Cervical intraepithelial neoplasia
DIS003600	Colitis
DIS003601	Chronic inflammatory demyelinating polyneuropathy
DIS000110	Apraxia of speech
DIS003602	Post-concussion syndrome
DIS003006	Normal tension glaucoma
DIS003603	Epilepsy-intellectual disability in females
DIS003604	Erythema annulare centrifugum
DIS003605	Patterson syndrome
DIS003606	Mendelson's syndrome
DIS003016	Saber shin
DIS003607	Intrauterine growth restriction
DIS003021	Penetrating atherosclerotic ulcer
DIS003025	Stupor
DIS003609	Raynaud syndrome
DIS001108	Tuberculous lymphadenitis
DIS003035	Knee arthritis
DIS003611	Geographic tongue
DIS000111	Ringbone
DIS000553	Myalgia
DIS000289	Pancreatoblastoma
DIS003612	Glossitis
DIS003614	Anomic aphasia
DIS003615	Repetitive strain injury
DIS003616	Brown tumor
DIS003049	Giant-cell fibroma
DIS003052	Cystic tumour of the atrioventricular nodal region
DIS001116	Van Wyk and Grumbach syndrome
DIS003618	Cherry hemangioma
DIS003054	Motion-induced blindness
DIS003620	Angular cheilitis
DIS003621	Familial hemiplegic migraine
DIS000290	Systemic scleroderma
DIS003622	Pulmonary insufficiency
DIS003623	Long-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency
DIS002526	Lysosomal acid lipase deficiency
DIS003624	Krukenberg tumor
DIS003625	Mucositis
DIS003626	Spinal tumor
DIS003072	Hydrocele
DIS003627	Silent stroke
DIS003628	Laryngospasm
DIS003078	Beech bark disease
DIS003629	Spider bite
DIS003608	Lobomycosis
DIS003630	Hamartoma
DIS003083	Complex and mixed tumor
DIS009009	Brachydactyly type D
DIS003631	Sciatica
DIS000559	Diabetic foot ulcer
DIS003632	Von Hippel–Lindau disease
DIS003633	Fissured tongue
DIS003634	Oculocerebrorenal syndrome
DIS003635	Nerve compression syndrome
DIS003636	Metabolic acidosis
DIS003637	Carbamoyl phosphate synthetase I deficiency
DIS003113	1p36 deletion syndrome
DIS003639	Fabry disease
DIS003115	Heyde's syndrome
DIS003641	Hemiparesis
DIS000566	Stress in medical students
DIS003126	Fibroepithelial neoplasms
DIS003645	Photodermatitis
DIS003646	Sjögren syndrome
DIS003137	Kennel cough
DIS003647	Vertically transmitted infection
DIS003648	Maternal death
DIS003142	Intestinal spirochetosis
DIS003649	Median arcuate ligament syndrome
DIS003148	Presbylarynx
DIS003651	Eye neoplasm
DIS003652	Spontaneous bacterial peritonitis
DIS001151	Diesel engine runaway
DIS003653	Spinal and bulbar muscular atrophy
DIS003160	Flail chest
DIS003655	Brenner tumour
DIS003161	Secondary hyperparathyroidism
DIS004615	Hepatitis D
DIS001154	Hemifacial microsomia
DIS003656	Avoidant personality disorder
DIS003657	Palpitations
DIS003163	Stargardt disease
DIS003164	Paget–Schroetter disease
DIS001157	Adult-onset immunodeficiency syndrome
DIS003659	Congenital cataract
DIS003660	Wolfram syndrome
DIS003166	Haemophilia C
DIS001159	Attention deficit hyperactivity disorder predominantly inattentive
DIS003661	Poikiloderma vasculare atrophicans
DIS003167	Dubin–Johnson syndrome
DIS000568	Syndrome of subjective doubles
DIS003662	Fistula
DIS003168	Scrub typhus
DIS003664	Myelophthisic anemia
DIS003171	Burning feet syndrome
DIS003665	Asplenia
DIS003172	Interstitial lung disease
DIS001902	Lordosis
DIS003174	Vitamin B12 deficiency
DIS001166	Gangliocytic paraganglioma
DIS003668	Chromosome 5q deletion syndrome
DIS003177	Crush injury
DIS003670	Cerebral salt-wasting syndrome
DIS003178	Tricuspid valve stenosis
DIS003915	Ependymoma
DIS003671	Eosinophilic granulomatosis with polyangiitis
DIS003672	Bladder exstrophy
DIS003180	Lipoprotein lipase deficiency
DIS001172	Eosinophilic ulcer of the oral mucosa
DIS003673	Lung cancer
DIS003181	Mycosis
DIS003182	Usual interstitial pneumonia
DIS003675	Glucose-galactose malabsorption
DIS003658	Jaccoud arthropathy
DIS003183	Sudden infant death syndrome
DIS003676	Substance abuse
DIS003184	Angiomyolipoma
DIS003677	Pachyonychia congenita
DIS003185	Herpetic gingivostomatitis
DIS003678	Compartment syndrome
DIS003679	Intermittent claudication
DIS010269	Autoimmune oophoritis
DIS003680	Psychogenic non-epileptic seizure
DIS003188	Duane syndrome
DIS000589	Wound dehiscence
DIS000584	Peripheral giant-cell granuloma
DIS003681	Drooling
DIS003682	Urinoma
DIS003683	Heart cancer
DIS002346	Kyasanur Forest disease
DIS003684	Sever's disease
DIS001184	Muscle dysmorphia
DIS003685	Autoimmune lymphoproliferative syndrome
DIS003192	Dermatitis herpetiformis
DIS003193	Solitary fibrous tumor
DIS003688	Acrodermatitis chronica atrophicans
DIS003689	Hydroa vacciniforme
DIS003690	Neu-Laxova syndrome
DIS003196	Aortic insufficiency
DIS003691	Traumatic brain injury
DIS003197	Vitiligo
DIS000301	6-Pyruvoyltetrahydropterin synthase deficiency
DIS003692	Amputation
DIS003198	Oligodendroglioma
DIS003694	Respiratory failure
DIS003199	Pheochromocytoma
DIS003695	Acro–dermato–ungual–lacrimal–tooth syndrome
DIS001193	Posterior vitreous detachment
DIS003696	Gaucher's disease
DIS003697	Acute fatty liver of pregnancy
DIS003202	HFE hereditary haemochromatosis
DIS003698	Reis–Bucklers corneal dystrophy
DIS003203	Genetic disorder
DIS003699	Chilaiditi syndrome
DIS003204	Laryngeal cyst
DIS003700	Le Fort fracture of skull
DIS003701	Atypical teratoid rhabdoid tumor
DIS003189	Trisomy 8
DIS003702	Athletic heart syndrome
DIS003207	Thyrotoxic myopathy
DIS008127	Medication-associated osteonecrosis of the jaw
DIS003208	Alternating hemiplegia
DIS003704	McKusick–Kaufman syndrome
DIS003705	Brainstem glioma
DIS003210	Inflammatory myopathy
DIS001203	Gumma (pathology)
DIS003706	Peanut allergy
DIS003211	Drug-induced lupus erythematosus
DIS003707	Coloboma
DIS003212	Urethral cancer
DIS003708	Sleep apnea
DIS003213	Erythema toxicum neonatorum
DIS001206	Visual release hallucinations
DIS003709	Baker's cyst
DIS003215	Postpartum thyroiditis
DIS003711	Seabather's eruption
DIS003216	Macroglossia
DIS003217	Pyomyositis
DIS000607	Follicular hyperplasia
DIS003713	Clubfoot
DIS003218	Overflow incontinence
DIS003714	Lattice degeneration
DIS003220	Pulmonary alveolar proteinosis
DIS003716	Atherosclerosis
DIS003221	Gastroschisis
DIS003717	Renal cell carcinoma
DIS003222	Rhabdomyosarcoma
DIS003224	Posterior urethral valve
DIS001217	Glycine encephalopathy
DIS003225	Osteoarthritis
DIS001218	Jargon aphasia
DIS003721	Subependymal giant cell astrocytoma
DIS003226	Ethylmalonic encephalopathy
DIS003722	Esophageal web
DIS000616	Cytomegalovirus colitis
DIS013186	Osteoradionecrosis
DIS003723	Urofacial syndrome
DIS003228	Breast cancer
DIS003229	Chylothorax
DIS003230	Fibrosis
DIS003726	Hemolytic anemia
DIS003231	Autosomal dominant polycystic kidney disease
DIS003232	Paraganglioma
DIS003728	Septic arthritis
DIS003729	Myotonic dystrophy
DIS003234	Aerosol burn
DIS003730	Angioedema
DIS003731	Iron-deficiency anemia
DIS001229	Amphistomiasis
DIS003237	X-linked ichthyosis
DIS000628	Suicide in South Korea
DIS000318	Xerophthalmia
DIS003733	Insulinoma
DIS003238	Photokeratitis
DIS003734	Myofascial pain syndrome
DIS003239	Extramammary Paget's disease
DIS003240	Hematemesis
DIS003736	Auditory processing disorder
DIS003241	Retinopathy of prematurity
DIS003242	Retinal migraine
DIS003738	Marden–Walker syndrome
DIS003243	Muckle–Wells syndrome
DIS003739	Undifferentiated connective tissue disease
DIS003244	Ranula
DIS003740	Menopause
DIS003245	Arteriovenous malformation
DIS003741	Hemothorax
DIS003246	Abdominal wall defect
DIS003742	Low back pain
DIS003247	Pneumopericardium
DIS000319	Endosalpingiosis
DIS003743	Nephrogenic systemic fibrosis
DIS003248	Transaldolase deficiency
DIS003744	Subacute bacterial endocarditis
DIS003249	9q34 deletion syndrome
DIS003745	Milroy's disease
DIS003250	Aortoiliac occlusive disease
DIS003746	Olivopontocerebellar atrophy
DIS003747	Cutaneous leishmaniasis
DIS003252	Benzodiazepine dependence
DIS003253	Nocardiosis
DIS003749	Mesenteric ischemia
DIS001247	Granulomatous mastitis
DIS003751	Giardiasis
DIS003255	Meningism
DIS009021	Hip dislocation
DIS003256	Cerebral infarction
DIS001249	Central neurogenic hyperventilation
DIS003753	Freeman–Sheldon syndrome
DIS003257	Myiasis
DIS000329	Upper airway resistance syndrome
DIS003258	Fibroma
DIS003259	Thrombotic microangiopathy
DIS001252	Simultanagnosia
DIS003756	Beckwith–Wiedemann syndrome
DIS003260	Duane-radial ray syndrome
DIS003757	Osteitis pubis
DIS003261	Granuloma faciale
DIS003758	Kjer's optic neuropathy
DIS003262	Traction alopecia
DIS003759	Dextrocardia
DIS003263	Hypercalciuria
DIS003760	De Quervain syndrome
DIS001257	8p23.1 duplication syndrome
DIS003761	Chronic paroxysmal hemicrania
DIS003266	Leydig cell tumour
DIS001259	Hallucinatory palinopsia
DIS003763	Hypospadias
DIS003267	Myocarditis
DIS000635	Edentulism
DIS000632	Banti's syndrome
DIS003766	Granuloma inguinale
DIS003269	Rosenthal–Kloepfer syndrome
DIS001262	Distal intestinal obstruction syndrome
DIS003767	Yaws
DIS003270	Bowel obstruction
DIS003769	Epididymitis
DIS003272	Facioscapulohumeral muscular dystrophy
DIS001265	Ovarian fibroma
DIS003770	Mushroom poisoning
DIS003273	Pitt–Hopkins syndrome
DIS001266	Suspension trauma
DIS003771	Mediastinitis
DIS003274	Fitz-Hugh–Curtis syndrome
DIS003772	Thrombocytopenia
DIS003773	Erythropoietic protoporphyria
DIS003276	Kyphoscoliosis
DIS000639	Pelvic pain
DIS000334	Viral hemorrhagic septicemia
DIS003775	Giant axonal neuropathy
DIS003278	Andersen–Tawil syndrome
DIS003776	Generalized anxiety disorder
DIS003774	Trilogy of Fallot
DIS003279	Leukocytosis
DIS008128	Hiatal hernia
DIS003778	Enteritis
DIS003779	Red eye (medicine)
DIS003283	Light chain deposition disease
DIS003783	Cushing's syndrome
DIS003285	Acute respiratory distress syndrome
DIS003784	Pulmonary venoocclusive disease
DIS003286	Buruli ulcer
DIS001279	Taijin kyofusho
DIS003287	Leukemoid reaction
DIS000643	Cerebellar hypoplasia (non-human)
DIS003786	Adverse drug reaction
DIS003288	Cataract
DIS003787	Precocious puberty
DIS003289	Dementia
DIS003788	Nicotine withdrawal
DIS003290	Gastrointestinal bleeding
DIS001283	Myhre syndrome
DIS003789	Hand-foot-genital syndrome
DIS003291	Labyrinthitis
DIS003292	Periodontal abscess
DIS001285	Anosognosia
DIS003293	Milk sickness
DIS003792	Bacterial pneumonia
DIS003294	Porencephaly
DIS003793	Vascular ring
DIS003295	Alcoholic hepatitis
DIS001289	Secondary sclerosing cholangitis
DIS003795	Somatosensory disorder
DIS003297	Hypopharyngeal cancer
DIS000644	Aprosodia
DIS001290	Brown Willy effect
DIS003796	Peripheral artery disease
DIS003298	Head and neck cancer
DIS001291	Anton–Babinski syndrome
DIS003797	Chronic kidney disease
DIS003798	Shingles
DIS003799	Nystagmus
DIS003801	Bladder stone
DIS001296	Rheumatoid lung disease
DIS003802	Rumination syndrome
DIS003304	Cat eye syndrome
DIS003803	Malabsorption
DIS003305	Writer's cramp
DIS001298	Neonatal tetanus
DIS003804	Encephalitis
DIS003805	Invasive carcinoma of no special type
DIS003307	Mitral valve stenosis
DIS000662	Micropsia
DIS003308	Marchiafava–Bignami disease
DIS003808	Frasier syndrome
DIS003309	Fetal alcohol spectrum disorder
DIS003809	Fatty-acid metabolism disorder
DIS003790	B-cell prolymphocytic leukemia
DIS003310	Omsk hemorrhagic fever
DIS001303	Sphenoid wing meningioma
DIS003311	Perforated eardrum
DIS003811	Mucolipidosis type IV
DIS003312	Ribose-5-phosphate isomerase deficiency
DIS003812	Phenylketonuria
DIS003313	Spinal disc herniation
DIS003813	Dermatopathia pigmentosa reticularis
DIS003315	Insect bites and stings
DIS003815	Selective immunoglobulin A deficiency
DIS003316	Echinococcosis
DIS000663	Saree cancer
DIS000344	Heartburn
DIS003318	Histoplasmosis
DIS009743	Congenital iodine deficiency syndrome
DIS003301	Personality disorder
DIS003320	Tropical spastic paraparesis
DIS003820	Cerebral venous sinus thrombosis
DIS003321	Hypoproteinemia
DIS003821	Kleine–Levin syndrome
DIS003322	Adenocarcinoma
DIS003822	Autoimmune disease
DIS003323	Hyperhidrosis
DIS003823	Eosinophilic cellulitis
DIS003324	Zieve's syndrome
DIS001317	Transmissible mink encephalopathy
DIS003825	Menkes disease
DIS003326	Hemoglobinuria
DIS003826	Type I tyrosinemia
DIS003327	Congenital heart defect
DIS000665	Pappataci fever
DIS003827	Anaplastic large-cell lymphoma
DIS003328	Hallermann–Streiff syndrome
DIS001321	Histotoxic hypoxia
DIS003828	Hand, foot, and mouth disease
DIS003329	Syphilis
DIS003829	Hypertrichosis
DIS003330	Ureterocele
DIS003830	Maffucci syndrome
DIS003331	Stevens–Johnson syndrome
DIS003332	Complex regional pain syndrome
DIS003832	Rib fracture
DIS003333	Adenoma
DIS003334	Optic nerve hypoplasia
DIS003816	Ollier disease
DIS003835	Chickenpox
DIS003336	Snakebite
DIS001329	Swelling (medical)
DIS003836	Asbestosis
DIS003337	Miliaria
DIS003837	Generalized epilepsy with febrile seizures plus
DIS003338	Cutis laxa
DIS003339	Acute coronary syndrome
DIS001332	Spinal stenosis
DIS003340	Acanthosis nigricans
DIS003840	Acquired idiopathic generalized anhidrosis
DIS003341	Fournier gangrene
DIS003342	Actinic elastosis
DIS003842	Dental abscess
DIS008980	fatty liver disease
DIS003844	Epilepsy
DIS003344	Kidney stone disease
DIS003845	Enuresis
DIS003345	Atrioventricular reentrant tachycardia
DIS003846	Leukocyte adhesion deficiency-1
DIS003346	Autosomal recessive polycystic kidney disease
DIS003347	Abetalipoproteinemia
DIS000668	Persistent vegetative state
DIS003848	Ménétrier's disease
DIS003847	Cementoblastoma
DIS003348	Vertical root fracture
DIS003849	Pneumomediastinum
DIS003349	Distal muscular dystrophy
DIS003850	Chronic pain
DIS003350	Brody myopathy
DIS003851	Prepatellar bursitis
DIS003352	Léri–Weill dyschondrosteosis
DIS003353	Homocystinuria
DIS003854	Sertoli cell tumour
DIS003354	Cold urticaria
DIS003855	Superior mesenteric artery syndrome
DIS001348	Adipsia
DIS003856	Camptodactyly
DIS003356	Spina bifida
DIS003857	Bacillary angiomatosis
DIS003357	Leukonychia
DIS000135	Liver disease
DIS000670	Smallpox
DIS000359	Dysautonomia
DIS003359	Biotin deficiency
DIS003861	Jansen's metaphyseal chondrodysplasia
DIS003361	Nail–patella syndrome
DIS003862	Haemorrhagic disease of the newborn
DIS003863	Chemical burn
DIS003363	Camurati–Engelmann disease
DIS003864	Lymphogranuloma venereum
DIS003364	Hemorrhoid
DIS003865	Adhesive capsulitis of shoulder
DIS003365	Herpes simplex keratitis
DIS003866	Pneumoperitoneum
DIS003366	Sex cord–gonadal stromal tumour
DIS003867	Tethered spinal cord syndrome
DIS003367	Infantile neuronal ceroid lipofuscinosis
DIS003868	Rotator cuff tear
DIS003368	Sebaceous cyst
DIS003869	Anaplasmosis
DIS003369	Sialidosis
DIS001362	Papillary fibroelastoma
DIS003870	Fungal keratitis
DIS003370	Congenital melanocytic nevus
DIS003371	Pityriasis rosea
DIS001364	Upper motor neuron lesion
DIS003872	Joint dislocation
DIS003372	SLAP tear
DIS003873	Tubulointerstitial nephritis and uveitis
DIS003373	Obstructive sleep apnea
DIS003853	Follicular lymphoma
DIS003374	Epidermodysplasia verruciformis
DIS003375	Diabetes insipidus
DIS003876	Non-24-hour sleep–wake disorder
DIS003376	Malakoplakia
DIS003877	Jet lag
DIS003377	Persistent Müllerian duct syndrome
DIS000361	Focal dystonia
DIS003378	Esophageal varices
DIS003879	Abdominal aortic aneurysm
DIS003379	Postpartum depression
DIS003880	Malonyl-CoA decarboxylase deficiency
DIS003380	Giant-cell carcinoma of the lung
DIS003881	Brain ischemia
DIS003882	D-bifunctional protein deficiency
DIS003382	Osteosarcoma
DIS003383	Hives
DIS003884	Subacute sclerosing panencephalitis
DIS003384	Netherton syndrome
DIS003885	Porphyria cutanea tarda
DIS003385	Variegate porphyria
DIS003886	Hereditary hemorrhagic telangiectasia
DIS003386	Cerebral laceration
DIS003887	6-phosphogluconate dehydrogenase deficiency
DIS003387	Hypertrophic cardiomyopathy
DIS000687	Arteritic anterior ischemic optic neuropathy
DIS000363	Hemoglobinemia
DIS003388	Abdominal epilepsy
DIS001381	Cardiac myxoma
DIS003389	Leiomyosarcoma
DIS003890	Megacolon
DIS003390	Severe acute respiratory syndrome
DIS003891	Olecranon bursitis
DIS003391	Hereditary multiple exostoses
DIS003892	Opioid overdose
DIS003392	Laryngitis
DIS001385	Brain metastasis
DIS003893	Yellow fever
DIS003393	Laryngeal cancer
DIS001386	Chemical pneumonitis
DIS003894	Heterotopic ossification
DIS003394	Ameloblastoma
DIS003395	Myeloid leukemia
DIS003897	Carnitine palmitoyltransferase I deficiency
DIS003396	Paronychia
DIS003898	Mouth ulcer
DIS003397	Diamond–Blackfan anemia
DIS009011	Ciguatera fish poisoning
DIS001390	Restenosis
DIS003899	Very long-chain acyl-coenzyme A dehydrogenase deficiency
DIS003398	Paranoia
DIS003900	Domestic violence
DIS003399	Phlebitis
DIS003901	Necrobiosis lipoidica
DIS009022	Sickle cell disease
DIS003401	Pulmonary valve stenosis
DIS001394	Blueberry muffin baby
DIS003903	Short-chain acyl-coenzyme A dehydrogenase deficiency
DIS003402	Tuberculous meningitis
DIS001395	Cushing ulcer
DIS003905	Primrose syndrome
DIS003404	Paranoid personality disorder
DIS003906	Nocturnal enuresis
DIS003405	Otitis externa
DIS003407	Lymphoid leukemia
DIS000057	Cryptomenorrhea
DIS000035	Psychogenic pain
DIS000140	Hyperestrogenism
DIS000689	Polychromasia
DIS000373	Ring chromosome 20 syndrome
DIS003909	Leprosy
DIS003910	Dengue fever
DIS003409	Median rhomboid glossitis
DIS003410	Atrioventricular septal defect
DIS003912	Tumors of the hematopoietic and lymphoid tissues
DIS003411	Cervical fracture
DIS003412	Alcohol withdrawal syndrome
DIS003914	Pulmonary edema
DIS003413	Central cord syndrome
DIS003415	Precancerous condition
DIS003917	Alkalosis
DIS003416	Scombroid food poisoning
DIS003417	Post-Ebola virus syndrome
DIS003919	Strongyloidiasis
DIS003918	Fungal folliculitis
DIS003418	Nasal fracture
DIS003920	Substance dependence
DIS003419	Central nervous system cyst
DIS003921	Tuberculous dactylitis
DIS003420	Strain (injury)
DIS003922	Conduct disorder
DIS003421	Mitral valve prolapse
DIS003923	Typhoid fever
DIS003422	Vesicoureteral reflux
DIS003924	Neurofibromatosis type II
DIS003423	Haemophilia B
DIS003925	Human papillomavirus infection
DIS003424	Uterine septum
DIS003425	Cryoglobulinemia
DIS003927	Intersex
DIS003426	Pseudovaginal perineoscrotal hypospadias
DIS003928	Conduction aphasia
DIS003427	Zika fever
DIS000696	Heat burst
DIS003929	Hematoma
DIS003428	Multiple sulfatase deficiency
DIS003930	Pyruvate dehydrogenase deficiency
DIS003429	Plantar fasciitis
DIS003430	Uremic pericarditis
DIS003932	Delusional disorder
DIS003431	Subdural hematoma
DIS003933	Zollinger–Ellison syndrome
DIS003433	Monocytic leukemia
DIS003935	Meningitis
DIS003434	Sarcoidosis
DIS003936	Sneddon's syndrome
DIS003435	Sandhoff disease
DIS003436	Chronic obstructive pulmonary disease
DIS003937	Iliotibial band syndrome
DIS003437	Fever of unknown origin
DIS000384	Weakness
DIS003938	Zenker's diverticulum
DIS003438	Aneurysmal bone cyst
DIS003939	Kayser–Fleischer ring
DIS003439	Townes–Brocks syndrome
DIS003940	Chromoblastomycosis
DIS003440	Arteriovenous fistula
DIS003941	Ulcerative colitis
DIS003441	Hydrolethalus syndrome
DIS003942	Acute disseminated encephalomyelitis
DIS003443	Maroteaux–Lamy syndrome
DIS003944	Aseptic meningitis
DIS003444	Umbilical cord prolapse
DIS003445	Focal seizure
DIS003947	Spider angioma
DIS003446	Prader–Willi syndrome
DIS003948	Farber disease
DIS003447	Cardiac tamponade
DIS000698	Inferiority complex
DIS003949	Juvenile idiopathic arthritis
DIS003448	Macular edema
DIS003449	Fasciolopsiasis
DIS001442	Soy allergy
DIS003951	Telangiectasia
DIS003450	Ventricular fibrillation
DIS003952	Benzodiazepine use disorder
DIS003451	Adams–Stokes syndrome
DIS001444	Benign tumor
DIS003953	Neonatal alloimmune thrombocytopenia
DIS003452	Paraphilia
DIS003954	Movement disorders
DIS003453	Walker–Warburg syndrome
DIS001446	Enamel hypoplasia
DIS003955	Imperforate hymen
DIS003454	Common cold
DIS003455	Urachal cyst
DIS003957	Alveolar soft part sarcoma
DIS003456	Young–Simpson syndrome
DIS001449	Witch's broom
DIS003958	Intestinal atresia
DIS000703	Cystic nephroma
DIS003959	Barotrauma
DIS003458	Tietze syndrome
DIS003960	Parkes Weber syndrome
DIS003459	Dopamine beta hydroxylase deficiency
DIS003462	Niemann–Pick disease, SMPD1-associated
DIS003964	Tooth decay
DIS003463	Hyperaldosteronism
DIS003965	Nelson's syndrome
DIS003464	Sarcoma
DIS003967	Pseudoaneurysm
DIS003466	Hodgkin's lymphoma
DIS003968	Sirenomelia
DIS003467	Abdominal compartment syndrome
DIS000146	Groupthink
DIS000711	Kufs disease
DIS003468	Sweating sickness
DIS003970	Plummer–Vinson syndrome
DIS003971	Zellweger syndrome
DIS003973	Stunted growth
DIS003974	Hydrops fetalis
DIS003457	Sabinas brittle hair syndrome
DIS001466	Rainscald
DIS003975	Onchocerciasis
DIS003976	Facial trauma
DIS003977	Binge drinking
DIS003979	Nephrocalcinosis
