disease_id;disease_name;1_2018-02-01;2_2018-02-15;3_2018-03-01;4_2018-03-15;5_2018-04-01;6_2018-04-15;7_2018-05-01;8_2018-05-15;9_2018-06-01;10_2018-06-15;11_2018-07-01;12_2018-07-15;13_2018-08-01;14_2018-08-15;15_2018-09-01;16_2018-09-15;17_2018-10-01;18_2018-10-15;19_2018-11-01;20_2018-11-15;21_2018-12-01;22_2018-12-15;23_2019-01-01;24_2019-01-15;25_2019-02-01;26_2019-02-15;27_2019-03-01;28_2019-03-15;29_2019-04-01;30_2019-04-15;31_2019-05-01;32_2019-05-15;33_2019-06-01;34_2019-06-15;35_2019-07-01;36_2019-07-15;complete
DIS005537;Endophthalmitis;29800;29800;29799;29823;29823;30215;30215;30215;30215;30215;30215;30215;30215;30215;30215;30215;30218;30218;30218;30401;30401;30401;30401;30401;30401;30401;30401;30401;30401;30401;30552;30552;30552;30552;30396;30411;0
DIS002231;Gray matter heterotopia;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;10728;11210;11384;11384;11384;11381;11381;11381;11381;11381;11318;11318;11318;11318;0
DIS007077;Cushing's disease;22251;22251;22251;21925;21925;21941;21941;21941;21941;21941;21941;21941;21941;21941;21964;21933;21933;21933;21933;21933;22498;22498;22498;22498;22498;22521;22521;22521;22570;22570;22570;22570;22570;22570;22591;22595;0
DIS010390;Lymphocytic meningoradiculitis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1699;1699;1699;1699;0;1699;1699;1699;1699;1699;1699;1699;25
DIS003641;Hemiparesis;30530;30530;30528;30528;30528;30528;30530;30530;30524;30537;30537;30537;30536;30536;29882;29882;30535;30535;30535;30535;30535;30535;30535;30535;30535;30535;30535;30535;30535;30535;30483;30483;30483;30483;30483;30502;0
DIS010497;Back strain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2465;2521;2521;2521;0;2521;2521;2521;2524;2524;2524;2524;25
DIS004218;Intracranial hemorrhage;17892;17892;17892;17905;17905;17905;17905;17905;17905;17905;17922;17922;17922;17922;17922;17922;17922;17922;17922;17955;17955;17955;17955;17955;17955;17955;17955;17955;17955;17953;17953;17953;17953;17953;17858;17858;0
DIS004310;Addison's disease;38778;38778;38808;38775;38775;38775;38761;38761;38761;38761;38761;39328;39328;39902;40929;40929;40929;41228;41228;41228;41228;41228;41228;41440;41440;41446;41446;41446;41428;41428;41428;41450;41450;41450;41450;41450;0
DIS010953;Constriction ring syndrome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16079;16079;16079;16079;16079;16079;16079;16079;16079;16079;16079;33944;24
DIS006827;Rabies;72999;72999;72999;72999;73131;73274;73253;73253;73604;73604;73608;73608;73608;73466;75377;75366;75366;75366;75366;75366;75398;75398;75398;75422;75422;75422;75455;75456;75692;75692;75670;75427;75430;75430;76439;76467;0
DIS008294;Phantom vibration syndrome;0;0;0;0;9148;9148;9148;9185;9543;9543;9543;9543;9543;9543;9543;9543;9543;9543;9543;9543;9543;9543;9303;9303;9303;10021;10021;10021;10042;10042;10042;10042;10042;10042;10042;10042;4
DIS004658;Penicilliosis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14933;14933;14933;14933;14933;14933;14933;14933;14933;0;27
DIS004107;Pterygium (conjunctiva);28948;28948;28948;28948;28948;28948;28948;28948;28961;28961;28961;28961;28961;28961;28961;28961;28961;28961;28961;28961;28961;28961;28961;28961;28961;28961;28898;28898;28898;28898;28931;28931;28931;28931;28931;28931;0
DIS007888;Medial pontine syndrome;0;0;0;0;0;0;0;0;7917;7917;7917;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;7924;8
DIS010700;Dysfibrinogenemia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29747;29747;29747;29747;30022;30022;30022;30022;30022;30015;30015;30015;24
DIS004009;Azotemia;10277;10277;10277;10277;10012;10012;10012;10012;10164;10164;10164;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;10165;0
DIS003598;Cervical intraepithelial neoplasia;0;0;0;25588;34872;34878;34878;34878;34878;33640;33640;33640;33640;33640;33640;33640;33640;33640;33640;33639;33639;33067;32917;32814;32791;32791;32791;32804;32804;32804;32742;32742;32742;32742;32772;32757;3
DIS010346;Sleep hollow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2033;2069;2069;2069;0;2105;2107;2107;2107;2107;2107;2107;25
DIS008081;Ovarian hyperstimulation syndrome;18700;18700;18732;18732;18732;18732;18732;18732;18732;18732;18732;18732;18732;18732;18732;18732;18732;18732;18732;18746;18746;18746;18746;18746;18746;18746;19109;19113;19113;19113;19113;19113;19113;19113;19113;19113;0
DIS004435;Febrile seizure;22752;22752;22752;22765;22765;22765;22765;22765;22801;22801;22673;22673;22673;22673;22673;22667;22667;22667;22667;22667;22667;22667;22667;22667;22625;22611;22611;22611;22611;22611;22611;22611;22611;22611;22611;22611;0
DIS004567;Dentinogenesis imperfecta;10377;10564;10748;10748;10748;10782;10782;10782;10795;10795;10795;10795;10795;10795;10795;10795;10792;10792;10792;10792;10792;10792;10792;10792;10792;10751;10855;10855;10855;10855;10530;10530;10530;10530;10500;10500;0
DIS003622;Pulmonary insufficiency;16588;16588;16588;16588;16545;16545;16545;16545;16545;16545;16545;16545;16545;16545;16545;16545;16545;16545;16545;16545;16545;16545;16545;16561;16561;16561;16561;16561;16561;16561;16561;16561;16561;16561;16561;16561;0
DIS008333;Isodicentric 15;0;0;0;0;13297;13297;13297;13324;13324;13524;13524;13524;13524;13524;13524;13524;13524;13524;13524;13524;13524;13524;13524;13524;13524;13524;13524;13524;13524;13537;13537;13537;13932;13932;13932;13933;4
DIS004374;Dystonia;45291;45200;45200;45200;45200;45200;45200;46038;46051;46051;46051;46051;46051;46051;46051;46051;46063;46063;46063;46063;46049;46049;46048;46048;46048;46048;46127;46127;46127;46127;46253;46253;46253;46253;46252;46252;0
DIS010290;Jersey Finger;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5290;5290;5290;5290;5290;5290;5290;5290;5290;5290;5290;5290;5290;5290;5290;5290;5208;5208;18
DIS003217;Pyomyositis;0;0;0;0;0;0;0;0;0;0;20311;20311;20311;20311;20311;20310;20310;20526;20526;20526;20526;20526;20526;20526;20526;20541;20541;20541;20541;20541;20541;20541;20544;20534;20531;20531;10
DIS010691;Median nerve palsy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31315;31315;31315;31315;0;31315;31315;31315;31315;31315;31333;31333;25
DIS003370;Congenital melanocytic nevus;8957;8957;8957;8957;8957;8957;8957;8788;8788;8788;8788;8788;8788;8788;8788;8788;8788;8788;8788;8978;8978;8978;8978;8978;8978;8978;8978;8978;9055;9055;9055;9055;9055;9055;9071;9071;0
DIS000559;Diabetic foot ulcer;41850;41850;41913;41913;41912;42348;42349;42349;42349;42349;42345;42345;42387;42387;42387;43556;43555;43554;43600;43600;43554;43554;43554;43554;43575;43403;43403;43403;43403;43403;43357;43357;43822;43822;43822;43825;0
DIS005974;Mongolian spot;28958;28991;28934;29013;29013;29005;29005;28986;29402;29402;29402;29402;29305;29295;29295;29295;29295;29295;29294;29294;29294;29294;29254;29317;29317;29317;29317;29317;29189;29189;29266;29267;30131;30131;30131;30131;0
DIS006000;Peripheral neuropathy;37009;36986;37126;37163;37135;37140;37140;37140;37140;37140;37140;37140;37140;37140;37140;37141;37141;37670;36751;37344;37346;37346;37346;37172;37172;37459;37459;38423;38423;38423;38423;38423;67828;67586;67348;67386;0
DIS005383;Poliomyelitis;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;0;0;0;0;0;0;0;0;0;9
DIS007851;Leukocoria;17592;17592;17592;17592;17764;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17895;17990;17990;17990;17981;17981;0
DIS007861;Multiple organ dysfunction syndrome;14505;14505;14540;14736;14736;14719;14719;14719;14719;14719;14719;14719;14719;14719;14928;14928;14928;14928;14928;15403;15403;15403;15403;15403;15403;15403;15403;15403;15403;15403;15397;15397;15397;15397;15397;15405;0
DIS010697;Dural arteriovenous fistula;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9078;9078;9078;9078;9111;9111;9111;9111;9111;9111;9111;9071;24
DIS005690;Autonomic dysreflexia;11909;11909;11909;11910;11735;13762;13762;13762;15626;15626;15626;15376;13817;13817;13817;13817;13817;13817;13817;14054;14220;14220;15045;15048;15048;15048;15048;15048;15030;15030;15030;16554;16554;16554;16554;16554;0
DIS004240;Male breast cancer;11987;11987;11987;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;12416;14125;14125;14125;14125;14125;14131;14131;14131;0
DIS004601;Cutaneous larva migrans;14344;14344;14344;14344;14344;14344;14344;14344;14344;14344;14663;14663;14663;14663;14663;14663;14663;14663;14663;14663;14648;14648;14648;14648;14648;14648;14648;14648;14648;14648;14648;14648;14648;14648;14716;14716;0
DIS003290;Gastrointestinal bleeding;36869;36869;36869;36869;36869;36869;36869;36869;36869;36869;36869;36869;36913;36906;36906;36906;36906;37068;37068;37068;37068;37068;37068;37068;37068;37028;37053;37053;37053;37053;37053;37053;37053;37053;37053;37053;0
DIS006428;Metaplasia;8587;8587;8587;8587;8587;8587;8587;8587;8587;8587;8587;8587;8587;8587;8587;8587;8587;8587;8587;8576;8576;8576;8576;8576;8576;8994;8994;8994;8994;8994;8970;8970;8970;8970;8970;8970;0
DIS006364;Childhood arthritis;6030;6030;6030;6030;6029;6029;6029;6029;6029;6029;6029;6029;6029;6029;6029;6029;6029;6029;6029;6029;6029;6181;6181;6181;6181;6181;6181;6181;6181;6181;6181;6181;6181;6475;6416;6416;0
DIS000213;Acute exacerbation of chronic obstructive pulmonary disease;25145;25252;25226;25226;25226;25228;25228;25228;25228;25228;25228;25228;25242;25273;25273;25355;25355;25355;25355;25355;25355;25355;25355;25355;25355;25428;25429;25428;25428;25428;25428;25428;25428;25428;25428;25428;0
DIS002571;Infectious necrotic hepatitis;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;0
DIS008097;Glanzmann's thrombasthenia;15469;15830;15830;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15848;15794;15794;15794;0
DIS006557;Uterine incarceration;5218;5218;5218;5218;5218;5218;5218;5218;5218;5218;5218;5218;5218;5218;5218;5218;5218;5218;5218;5218;5218;5220;5312;5312;5312;5345;5345;5345;5345;5345;5345;5345;5345;5345;5345;5345;0
DIS005816;Hypocalcaemia;19260;19260;19260;19260;19243;19243;19243;19243;19243;19243;19243;19243;19243;19243;19202;19201;19309;19270;19306;19306;19323;19314;19314;19175;19175;19141;19109;19109;19109;19109;19109;19109;19109;19109;19109;19109;0
DIS008164;Cachexia;0;0;0;0;23599;23599;23599;23599;23599;23599;23599;23599;23599;25671;25671;25671;25723;26623;26645;26645;26742;26742;26742;26742;26759;26772;26792;26792;26796;26796;26971;26996;26996;26996;27087;27086;4
DIS002753;Wrist osteoarthritis;16301;16301;16301;16389;16389;16389;16389;16402;16402;16402;16402;16402;16402;16402;16402;16402;16402;16402;16402;16402;16402;16402;16443;16443;16443;16542;16648;16648;16648;16648;16648;16648;16648;16648;16608;16608;0
DIS003629;Spider bite;31305;31305;31305;31305;31305;31305;31305;31305;31437;31437;31689;31689;31689;31689;31689;31725;33543;33543;33543;33543;33543;33543;33543;33543;33543;33543;33413;33531;33531;33531;33531;33531;33531;33531;33531;33703;0
DIS010742;Isobutyryl-coenzyme A dehydrogenase deficiency;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9648;9648;9648;9648;9648;9648;9641;9641;9641;9641;9641;9641;24
DIS007203;Cholinergic urticaria;13778;13778;13778;13778;13908;13908;13908;13908;13908;13919;13913;14365;14365;14365;14365;14365;14365;14365;14365;14365;14365;14365;14365;14365;14365;14365;14365;14365;14391;14391;14391;14959;14959;14959;14959;14979;0
DIS000423;Anorectal varices;20584;20583;20583;20583;20583;20583;20581;20581;20594;20594;20594;20594;20611;20611;20611;20611;20611;20611;20611;20611;20611;20611;20611;20638;20638;20638;20638;20638;20638;20638;20638;20638;20638;20638;20638;20655;0
DIS006551;Acral lentiginous melanoma;15358;15358;15358;15346;15346;15346;15346;15346;15346;15326;15326;15326;15326;15326;15326;15326;15326;15326;15326;15326;15326;15326;15326;15300;15300;15300;15300;15300;15300;15300;15300;15309;15309;15309;15309;15309;0
DIS007782;Myelolipoma;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12199;12400;12400;12400;12400;12400;12400;12400;12400;12400;12400;12400;0
DIS001172;Eosinophilic ulcer of the oral mucosa;0;0;0;0;0;0;0;0;0;0;0;19886;19886;19886;19886;19886;19886;19886;19886;19886;19886;19886;19886;19886;19932;19932;19932;19932;19932;19932;19932;19940;19940;19940;19940;19940;11
DIS008442;Logorrhea (psychology);0;0;0;0;0;4060;3947;4861;4861;4861;4861;4861;4861;4861;4861;4861;4861;4861;4861;4861;4855;4855;4855;4855;4855;4855;4855;4855;4855;4855;4855;4855;4855;4855;4855;4944;5
DIS010815;Cernunnos deficiency;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9973;9973;9973;9973;0;9973;9973;9973;9973;9973;9973;9973;25
DIS006233;Hypokalemia;21746;21746;21770;21785;21768;21746;21746;21746;24690;24553;24553;24553;24553;24552;24562;24562;25020;25019;27070;27070;27070;27070;27070;27070;27070;27070;27252;27137;27172;27172;28001;28001;28001;28001;28001;27811;0
DIS008829;akinetic mutism;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9742;9742;9830;9830;0;9835;9835;9835;9835;9835;9835;9673;25
DIS010496;Lymphangiomatosis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18278;18278;18278;18278;0;18332;18180;18532;18532;18532;18532;18532;25
DIS000301;6-Pyruvoyltetrahydropterin synthase deficiency;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16951;16951;16951;16951;16951;17014;17014;29
DIS006143;Absence seizure;17973;17973;17973;17973;17973;17973;17973;17973;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;18251;18417;18417;18417;18445;18445;18445;18446;18395;18395;18395;0
DIS001045;Malpuech facial clefting syndrome;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19402;19520;19520;19520;19520;19520;19520;19520;19520;19520;19520;19520;0
DIS004680;Aortic stenosis;45551;45551;45551;45551;45510;45519;45519;45519;45485;45485;45485;45485;45485;45485;45485;45486;45486;45486;45486;45486;45486;45486;45486;45486;45486;45486;45486;45486;45486;45498;45498;45498;45521;45521;45521;45536;0
DIS007076;Large-cell lung carcinoma with rhabdoid phenotype;27765;27765;27765;27765;27765;27765;27765;27765;27765;27765;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28194;28194;28194;28222;28222;28222;28222;28222;28222;28222;28222;28222;28222;0
DIS007759;Lymphocytosis;14050;14050;14050;14050;14050;14050;14050;14050;14231;14231;14231;14231;14243;14243;14243;14243;14241;14241;14241;14241;14241;14241;14241;14241;14241;14241;14241;14241;14241;14241;14241;14241;14560;14580;14580;15066;0
DIS004659;Anorgasmia;26281;26281;26281;26281;26281;26290;26290;26290;26262;26262;26262;26262;26249;26436;26436;26436;26485;26398;26398;26397;26382;26382;26382;26418;26418;26572;26572;26572;26572;26572;26572;26589;26589;26589;26589;26589;0
DIS010952;Oroantral fistula;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19634;19760;19778;19778;0;19778;19778;19778;19778;19778;19778;19778;25
DIS008343;Alice in Wonderland syndrome;0;0;0;0;11856;11856;11856;12780;12797;12797;12797;12797;12795;12795;12817;15030;22613;23314;23315;23371;22491;22491;22491;22490;22490;22551;22561;22561;22561;22561;22561;22232;22231;22164;22103;22297;4
DIS004219;Catecholaminergic polymorphic ventricular tachycardia;37359;37542;37542;37952;37952;37960;39923;39918;43276;47636;51185;51229;51219;51219;51122;51122;51122;51361;51361;51361;46187;46187;46187;46266;46266;46396;46396;46284;46280;46280;46266;46856;46945;46945;46944;46944;0
DIS005792;Norrie disease;19239;19239;19239;19239;19239;19239;19239;19239;19239;19239;19239;19239;19239;19239;19239;19239;19239;19239;19239;19239;19236;19266;19266;19266;19266;19266;19342;19342;19342;19342;19342;19342;19342;19343;19343;19360;0
DIS004260;Craniosynostosis;56103;56103;56103;56488;56488;56488;56678;56678;56678;56678;56684;56684;56684;57852;57852;57852;57852;57852;57852;57852;57853;57853;57853;57854;57854;58167;58169;58169;58169;58168;58168;58168;58211;58211;58211;58211;0
DIS006019;Hyperdontia;6377;9347;9348;9348;9342;9342;9337;9337;9337;9337;9337;9337;9337;9337;9338;9338;9338;9338;9339;9341;9340;9340;9375;9375;9375;9512;9512;9437;9437;9437;9437;9437;9437;9437;9437;9437;0
DIS010576;Mesoamerican nephropathy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36372;36408;36445;36445;0;36454;36454;36827;36786;36200;36200;36200;25
DIS005738;Usher syndrome;39038;39038;38700;38740;38740;38727;38727;38727;38727;38727;38202;38201;38201;38201;38198;38188;38188;36593;36593;36594;36594;36624;36638;36638;36638;36631;36631;36553;36480;36480;36480;36568;36568;36568;36568;36568;0
DIS005607;Orofaciodigital syndrome 1;11599;11599;12009;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;12006;0
DIS009857;Bradycardia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22477;22438;22554;22554;22554;22554;22554;22554;22554;22554;22554;22554;24
DIS010324;Gomez-Lopez-Hernandez syndrome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10444;10444;10444;10444;10444;10444;10444;10444;10444;10444;10445;10445;24
DIS007662;Conradi–Hünermann syndrome;16069;16208;16208;17392;17392;17392;17392;17392;17392;17392;17392;17392;17412;17412;17412;17412;17412;17412;17412;17412;17412;17412;17412;17412;17412;17412;17412;17412;17412;17434;17434;17434;17434;17434;17434;17434;0
DIS010397;Duarte galactosemia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24164;24169;24169;24169;0;24163;24166;24166;24166;24166;24166;24166;25
DIS004979;Myoglobinuria;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10994;10998;10998;10998;11361;11361;11362;11362;11362;11362;11362;11362;11414;11414;0
DIS003259;Thrombotic microangiopathy;16226;16226;16226;16226;16226;16465;16465;16465;16465;16465;16465;16465;16465;16465;16465;16465;16466;16466;16466;16466;16466;16466;16466;16466;16466;16466;16466;16466;16466;16466;16466;16466;16466;16466;16500;16500;0
DIS008332;Postoperative fever;0;0;0;0;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;5489;4
DIS004766;Paracetamol poisoning;52279;52309;52309;52344;52344;52344;52344;52344;52391;52406;52406;52406;52420;52420;52413;52442;52431;52487;52487;52487;52487;52487;52487;52334;52334;52334;52418;52418;52418;52418;52418;52440;52441;52441;52441;52513;0
DIS010690;Portopulmonary hypertension;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17116;17116;17116;17116;0;17116;17116;17116;17116;17116;17116;17116;25
DIS008148;Non-celiac gluten sensitivity;0;0;0;0;40458;43212;43212;43212;43212;43211;43211;42418;42418;42418;42418;42418;42418;42418;42418;42418;42418;42418;42418;42418;42418;42491;42744;48703;50120;50120;50074;51840;51834;51834;51861;51861;4
