code	resource_id
001362	58
001363	58
001364	58
001365	58
001367	58
001367	92
001370	58
001371	58
001372	58
001374	58
001375	58
001376	58
001378	58
001379	58
001380	58
001381	58
001382	58
001385	58
001386	58
001387	58
001391	58
001394	58
001396	58
001397	58
001398	58
001399	58
001401	58
001402	58
001403	58
001406	58
001407	58
001408	58
001411	58
001412	58
001413	58
001414	58
001415	58
001416	58
001417	58
001418	58
001419	58
001420	58
001421	58
001422	58
001423	58
001423.	58
001424	58
001426	58
001427	58
001428	58
001429	58
001431	58
001434	58
001435	58
001436	58
001437	58
001438	58
001439	58
001441	58
001442	58
001443	58
001444	58
001446	58
001447	58
001448	58
001449	58
001450	58
001451	58
001452	58
001454	58
001456	58
001457	58
001458	58
001459	58
001461	58
001462	58
001463	58
001464	58
001465	58
001466	58
001467	58
001468	58
001469	58
001470	58
001471	58
001472	58
001473	58
001474	58
001475	58
001476	58
001477	58
001478	58
001479	58
001480	58
001483	58
001484	58
001485	58
001486	58
001487	58
001488	58
001489	58
001490	58
001491	58
001493	58
001494	58
001495	58
001496	58
001499	58
001500	58
001503	58
001504	58
001508	58
001510	58
001511	58
001513	58
001514	58
001517	58
001519	58
001520	58
001523	58
001524	58
001525	58
001526	58
001527	58
001529	58
001530	58
001531	58
001532	58
001534	58
001535	58
001536	58
001538	58
001539	58
001542	58
001546	58
001548	58
001549	58
001550	58
001551	58
001553	58
001554	58
001557	58
001559	58
001560	58
001561	58
001562	58
001563	58
001564	58
001565	58
001566	58
001567	58
001568	58
001569	58
001570	58
001571	58
001572	58
001573	58
001574	58
001575	58
001576	58
001577	58
001578	58
001579	58
001580	58
001581	58
001582	58
001583	58
001584	58
001585	58
001586	58
001587	58
001588	58
001589	58
001590	58
001591	58
001592	58
001593	58
001594	58
001595	58
001596	58
001599	58
001600	58
001601	58
001602	58
001604	58
001605	58
001606	58
001607	58
001608	58
001610	58
001612	58
001613	58
001614	58
001615	58
001616	58
001618	58
001619	58
001620	58
001622	58
001625	58
001626	58
001627	58
001628	58
001637	58
001638	58
001639	58
001640	58
001641	58
001642	58
001647	58
001649	58
001650	58
001651	58
001654	58
001655	58
001656	58
001657	58
001658	58
001659	58
001660	58
001661	58
001662	58
001663	58
001664	58
001665	58
001666	58
001667	58
001668	58
001945	58
001952	58
001954	58
001955	58
002	60
002033	58
002036	58
002041	58
002060	58
002066	58
002085	58
002164	58
002238	58
002250	58
002251	58
002260	58
002277	58
002292	58
002304	58
002355	58
002365	58
002398	58
002423	58
002430	58
002438	58
002473	58
002476	58
002492	58
002495	58
002496	58
002510	58
002542	58
002580	58
002598	58
002644	58
002858	58
002921	58
003.0	60
003024	58
003025	58
003026	58
003028	58
003029	58
003033	58
003036	58
003037	58
003038	58
003039	58
003040	58
003041	58
003043	58
003044	58
003046	58
003048	58
003049	58
003050	58
003051	58
003058	58
003068	58
003072	58
003073	58
003075	58
003079	58
003080	58
003081	58
003085	58
003088	58
003090	58
003091	58
003092	58
003093	58
003101	58
003103	58
003105	58
003106	58
003110	58
003114	58
003115	58
003117	58
003118	58
003119	58
003120	58
003125	58
003126	58
003130	58
003133	58
003135	58
003138	58
003140	58
003142	58
003144	58
003145	58
003146	58
003148	58
003150	58
003152	58
003155	58
003158	58
003160	58
003165	58
003167	58
003174	58
003176	58
003178	58
003185	58
003187	58
003188	58
003189	58
003193	58
003195	58
003199	58
003200	58
003204	58
003205	58
003208	58
003211	58
003213	58
003214	58
003217	58
003218	58
003223	58
003227	58
003232	58
003239	58
003240	58
003243	58
003244	58
003246	58
003247	58
003248	58
003257	58
003258	58
003260	58
003261	58
003265	58
003266	58
003267	58
003268	58
003271	58
003272	58
003274	58
003275	58
003276	58
003278	58
003279	58
003284	58
003286	58
003287	58
003288	58
003289	58
003290	58
003291	58
003295	58
003296	58
003297	58
003298	58
003299	58
003300	58
003303	58
003304	58
003305	58
003306	58
003314	58
003315	58
003318	58
003319	58
003320	58
003321	58
003366	58
003371	58
003441	58
003524	58
003578	58
003591	58
003702	58
003940	58
004	60
005	60
005.1	60
005.2	60
006	60
006.3	60
006.5	60
006.6	60
007	60
007.0	60
007.1	60
007.2	60
007.3	60
007.4	60
007.5	60
007.8	60
007.9	60
007008	58
007021	58
007049	58
007071	58
007115	58
007184	58
007186	58
007192	58
007193	58
007194	58
007200	58
007207	58
007213	58
007215	58
007216	58
007218	58
007222	58
007227	58
007228	58
007230	58
007232	58
007233	58
007259	58
007260	58
007264	58
007265	58
007267	58
007272	58
007273	58
007278	58
007286	58
007290	58
007294	58
007295	58
007296	58
007297	58
007303	58
007306	58
007308	58
007313	58
007316	58
007317	58
007318	58
007319	58
007320	58
007321	58
007323	58
007325	58
007326	58
007327	58
007328	58
007330	58
007421	58
007422	58
007423	58
007425	58
007427	58
007447	58
007470	58
007471	58
007472	58
007535	58
007578	58
007616	58
007666	58
008	60
008.02	60
008.03	60
008.04	60
008.43	60
008.44	60
008.45	60
008.61	60
008.8	60
009	60
009.0	60
009.1	60
009.2	60
010	60
012541	72
013.0	60
015.0	60
015.5	60
017.0	60
017.1	60
017.2	60
017.40	60
018	60
020	60
020.0	60
021	60
022	60
023	60
024	60
025	60
026	60
026.0	60
026.1	60
027.0	60
027.1	60
027.2	60
027.8	60
030	60
030.0	60
030.1	60
030.3	60
031.0	60
031.1	60
032	60
033	60
033.8	60
034	60
034.0	60
034.1	60
035	60
036.2	60
036.3	60
036.9	60
037	60
038.42	60
039	60
039.0	60
039.9	60
040.0	60
040.1	60
040.2	60
040.41	60
040.42	60
040.81	60
040.82	60
041.11	60
041.3	60
041.7	60
041.86	60
042	60
04308	72
044	60
045	60
046	60
046.0	60
046.1	60
046.2	60
046.3	60
046.71	60
046.72	60
047.9	60
049.0	60
049.8	60
050	60
050.1	60
051.0	60
051.01	60
051.1	60
051.2	60
052	60
053	60
053.11	60
053.19	60
053.20	60
053.71	60
054.0	60
054.1	60
054.2	60
054.3	60
054.6	60
054.73	60
054.79	60
054.9	60
054.xx	60
055	60
055.2	60
056	60
057	60
057.0	60
057.8	60
058.12	60
059.01	60
059.12	60
059.22	60
06.8	60
060	60
061	60
062	60
062.0	60
062.2	60
062.3	60
062.5	60
062.9	60
063	60
063.1	60
064	60
065	60
065.0	60
065.1	60
065.2	60
065.4	60
065.9	60
066.0	60
066.1	60
066.3	60
066.4	60
070	60
070.0	60
070.1	60
070.2	60
070.3	60
070.31	60
070.4	60
070.5	60
070.70	60
071	60
072	60
072.9	60
073	60
074.0	60
074.1	60
074.3	60
075	60
076	60
078.0	60
078.1	60
078.11	60
078.12	60
078.19	60
078.2	60
078.3	60
078.4	60
078.5	60
078.7	60
078.8	60
078.89	60
079.4	60
079.6	60
079.81	60
079.82	60
080	60
081.0	60
081.2	60
082.0	60
082.1	60
082.2	60
082.3	60
082.4	60
082.41	60
083	60
083.0	60
083.1	60
083.2	60
083.8	60
084	60
084.8	60
085	60
085.0	60
085.1	60
085.4	60
086	60
086.5	60
088	60
088.0	60
088.81	60
088.82	60
088.89	60
090	60
090.40	60
090.5	60
091.3	60
093.1	60
094.0	60
094.1	60
094.89	60
094.9	60
095	60
097	60
098	60
098.15	60
098.40	60
098.7	60
098.86	60
099.0	60
099.1	60
099.2	60
099.3	60
099.4	60
099.41	60
099.53	60
099.56	60
099.9	60
10	99
100	60
100	92
100	99
100.000.340	70
100.000.461	70
100.051.024	70
100.053.358	70
100049	99
100050	72
100070	72
100100	72
10019	92
10020	92
100200	72
10028	92
100300	72
10034	92
10036	92
10044	92
10046	92
10049	92
1005	99
1006	92
100600	72
100700	72
10071	92
100800	72
100820	72
10091	92
100924	99
101	60
101000	72
101016	99
101068	99
10107	92
101088	99
101089	99
101092	99
101120	72
10114	92
101200	72
10122	92
10134	92
101400	72
10160	92
101600	72
10166	92
101800	72
101850	72
101900	72
10195	92
102	60
102.6	60
10207	92
10208	92
10209	92
102100	72
10220	92
102200	72
102300	72
102370	72
102455002	120
10248	92
1025	92
102500	72
102530	72
102578	72
102600	72
10262	92
102620007	120
102660	72
102700	72
102770	72
10280	92
10295	92
103	60
10300002	120
103050	72
103100	72
10319	92
103200	72
103230	72
10325006	120
10327	92
103285	72
103300	72
10331	92
103400	72
10343	92
103500	72
103580	72
103600	72
103677003	120
10373	92
10376	92
103780	72
10384	92
10388	92
1039	92
103900	72
103919	99
103920	72
10394003	120
104	60
104000	72
10406007	120
104081000119103	127
10417	92
104200	72
104290	72
10429004	120
104300	72
10438002	120
10441	92
10446	98
10449	92
10460	92
10467	92
10470	92
10477	92
10481	92
10494	92
10501004	120
10509002	120
1051	99
105120	72
105150	72
10519	92
105200	72
105210	72
105250	72
1053	99
105400	72
10545	92
105500	72
105550	72
105600	72
105637008	120
105638003	120
105648001	120
105649009	120
105650	72
105684008	120
105706003	120
105800	72
105830	72
10589	92
1059007	120
105969002	120
105997008	120
10600	92
106014008	120
10606	92
106100	72
10615	92
106190000	120
106200	72
106210	72
10623005	120
106240	72
106260	72
106280	72
106300	72
10634	92
10639003	120
1064	99
106400	72
10643	92
10649000	120
1065	92
1065	99
10651001	120
106600	72
106700	72
10673008	120
10679007	120
10690002	120
106995	72
10703	92
10704	92
1071	99
10718	92
1072	92
10723	92
107250	72
107320	72
10735	92
107400	72
10741005	120
10743008	120
107480	72
1075	92
107600	72
107640	72
10765	92
107650	72
107671003	120
107730	72
107741	72
10780	92
107800	72
107910	72
10797	92
107970	72
108	99
10801	92
108010	72
10807	92
10810001	120
10811	92
108110	72
108120	72
10814	92
108145	72
108200	72
10826	92
10829	92
108300	72
10832	92
10835	92
108420	72
108500	72
10851	92
10868	92
10876	92
1087613	90
108800	72
10881	92
10885	92
1089	92
10893003	120
10894	92
10895	92
108950	72
1090	92
109100	72
109130	72
109150	72
10916	92
10921	92
109270	72
109350	72
109355002	120
109385007	120
109386008	120
109387004	120
109388009	120
109390005	120
109391009	120
109393007	120
10940	92
109400	72
109420003	120
10949	92
109492001	120
109500	72
109521	61
109543	72
10956	92
109603007	120
109650	72
109720	72
109730	72
109760	61
109767003	120
109769000	120
109800	72
109842005	120
109843000	120
109900	72
109979007	120
10998	92
109981009	120
109984001	120
109987008	120
109989006	120
109992005	120
109994006	120
11	92
11	99
110	60
110	99
110.0	60
110.1	60
110.2	60
110.3	60
110.4	60
110.5	60
110.8	60
110.9	60
110002002	120
110004001	120
110006004	120
110007008	120
110050	72
110100	72
11014	92
11017	92
11040	92
110426005	120
11044	92
11052	92
11057009	120
11060	92
11064	92
11090	92
11093	92
11093006	120
110979008	120
111	60
111	99
111.0	60
111.2	60
111.3	60
11104	92
11105	92
111196000	120
1112	99
111209006	120
111227009	120
11124	92
111245009	120
111247001	120
111255008	120
111256009	120
111280008	120
111287006	120
111303009	120
111306001	120
111307005	120
111313001	120
111323005	120
111331000	120
111349000	120
111385000	120
111386004	120
111393000	120
111395007	120
111396008	120
111398009	120
111404004	120
111407006	120
111409009	120
11141	92
111468003	120
111470007	120
111475002	120
111479008	120
11148	92
111496009	120
111507009	120
111508004	120
111509007	120
111513000	120
111514006	120
111522004	120
111526001	120
111541001	120
111561007	120
111562000	120
111567006	120
111590001	120
11176	92
11179002	120
111797001	120
111804008	120
111817006	120
111834003	120
111840005	120
111852003	120
11189	92
111909004	120
111910009	120
111922007	120
111939009	120
112	60
112.0	60
112.1	60
112.82	60
112.84	60
11205	92
11209	92
112091009	120
112096004	120
11210002	120
11213	92
112200	72
112250	72
112310	72
112350	72
112410	72
112430	72
11245	92
11252	92
11255	92
112625008	120
11263	92
11263005	120
112641009	120
112677002	120
112679004	120
112684005	120
11270005	120
11282001	120
11288	92
1129	92
11296007	120
1132	92
1133	99
1134	99
113400	72
11346	92
11359	92
113600	72
113620	72
113650	72
113700	72
11373	92
113800	72
11380006	120
11387	92
11390	92
113900	72
113970	72
114	60
114	92
114000	72
114030	72
11406	92
11417	92
1142	92
114200	72
11421	92
11429	92
114290	72
114300	72
11434	92
11438	92
114400	72
11442	92
11442006	120
11445	92
114480	72
1145	99
114500	72
11455	92
114550	72
11455007	120
114580	72
11461	92
11463	92
11472	92
11485	92
11487	92
114900	72
115	60
1150	92
11506	92
115150	72
115210	72
115221000	120
115228006	120
115233005	120
115234004	120
115238001	120
115239009	120
115240006	120
115242003	120
115244002	120
11528001	120
115310	72
115430	72
11545	92
115470	72
1155	92
115500	72
11553	92
11590	92
116.0	60
116.1	60
116.2	60
116150	72
11619	99
11620	92
11623	92
11631	92
116371000119107	120
116381000119105	120
11661	92
11667	92
11671	92
11671000	120
11673	92
116860	72
11687	92
11687002	120
116920	72
117.0	60
117.1	60
117.2	60
117.3	60
117.5	60
117.7	60
117.9	60
117000	72
11705	92
117100	72
11719	92
11729	92
117300	72
1174	92
11743	92
11748	92
11755	92
117550	72
117631000119103	120
11765	92
1178005	120
117900	72
11793003	120
11797	92
118	99
118.99	60
118100	72
11817007	120
118285006	120
118286007	120
118287003	120
1183	99
118330	72
118400	72
11841	92
11845	92
118450	72
11849	92
118600	72
118600007	120
118604003	120
118607005	120
118610	72
118611004	120
118612006	120
118613001	120
118615008	120
118617000	120
118618005	120
118639003	120
118653003	120
1187	99
118700	72
11871002	120
11875	92
118800	72
11890	92
11890005	120
118926004	120
118938008	120
11894	92
118940003	120
11898	92
11908	92
11911	92
119249001	120
119250001	120
119300	72
11934000	120
11938002	120
11941	92
11948	92
11950	92
119500	72
11960	92
119600	72
119650	72
1196627	61
11970	92
11978	92
119800	72
119900	72
11998	92
11A1-13C3	105
12-B1	105
120	60
120.3	60
1200	92
120000	72
12005	92
120100	72
12013	92
120200	72
120210	72
12026	92
1203	92
120300	72
120330	72
12033006	120
12036	92
120430	72
120435	72
12050	92
120500	72
120541000119103	120
12058	92
120639003	120
12066	92
12069	92
120700	72
120820	72
120900	72
120950	72
121.0	60
121.1	60
121.3	60
121.4	60
121.5	60
121050	72
12110	92
12117	92
121200	72
121201	72
121270	72
121300	72
12135	92
12136	92
1214	99
121400	72
1214006	120
12155	92
12167004	120
12169	92
12169001	120
121800	72
12182	92
12185	92
121850	72
122	60
122.4	60
122.7	60
122100	72
12214	92
12215009	120
12219	92
122200	72
12223	92
12228	92
1224	92
122430	72
122440	72
122470	72
1225	99
12257	92
1226	99
12260	92
1227	99
122700	72
12277	92
1229	92
12295008	120
12297	92
12299	92
123	60
123.1	60
123.3	60
123.4	60
123.5	60
123.6	60
12300697	59
12302	92
123050003	120
123051004	120
123052006	120
123053001	120
12306	92
123062004	120
1231	99
123100	72
12313004	120
123150	72
123151001	120
123155	72
123157002	120
12318	92
12322	92
12323	92
123249005	120
123254001	120
123258003	120
123264005	120
123266007	120
12327	92
123294004	120
123300001	120
123302009	120
123307003	120
123308008	120
123309000	120
123310005	120
123319006	120
123321001	120
123322008	120
123323003	120
123324009	120
12337004	120
12339	92
123400	72
123450	72
123500	72
123540	72
123550	72
123557	72
12362	65
12362	130
12363	65
12363	130
12365	92
12369	92
123700	72
12375	92
123782009	120
123785006	120
123790	72
123799005	120
123841004	120
123843001	120
123844007	120
1239	99
12393003	120
1239331	62
123952009	120
124	60
124100	72
124134002	120
12415	92
124160001	120
124199009	120
124200	72
124207005	120
124208000	120
124249000	120
124267007	120
124275001	120
12428	92
12430	92
124302001	120
124327008	120
12443	92
124437004	120
124449003	120
12445	92
124454007	120
124462004	120
124464003	120
124466001	120
124470009	120
124474000	120
124513002	120
124518006	120
124593001	120
1246	92
1246	99
124630007	120
1247	99
124711003	120
124716008	120
124718009	120
124860004	120
124892003	120
1249	92
124965005	120
125	99
125.0	60
125.1	60
125.2	60
125.3	60
125.4	60
125.6	60
125.7	60
125.9	60
12507	92
1252	99
125310	72
125370	72
1254	92
125400	72
125420	72
125480	72
125490	72
12550	92
125500	72
125520	72
12554	92
125541005	120
125586008	120
12559	92
125595	72
125635	72
125700	72
12572	92
12579009	120
125800	72
12583	92
125850	72
125851	72
125853	72
12587	92
12591	92
12597	92
126	99
126.9	60
12602	92
12614	92
126200	72
12622007	120
126300	72
12633	92
12635	92
1264	92
12641	92
126488004	120
126490003	120
126491004	120
126537000	120
126538005	120
126550004	120
126551000	120
126583006	120
126598008	120
126600	72
126600002	120
126616000	120
126634001	120
126676009	120
126685009	120
12669875	59
126700	72
126703006	120
126705004	120
126713003	120
126719004	120
126725000	120
126730001	120
126737003	120
126768004	120
126800	72
126817006	120
126824007	120
126835002	120
126839008	120
126845000	120
126847008	120
126849006	120
126851005	120
126853008	120
126854002	120
126857009	120
126859007	120
126864006	120
126872008	120
126877002	120
126879004	120
126880001	120
126883004	120
126885006	120
126895004	120
126900	72
126900000	120
126906006	120
126907002	120
126908007	120
126921000	120
126922007	120
126926005	120
126937006	120
12694001	120
126949007	120
126951006	120
126952004	120
126958000	120
126960003	120
126961004	120
126962006	120
126965008	120
126968005	120
126980002	120
126995000	120
126996004	120
127	60
127	99
127.0	60
127.2	60
127.3	60
127.4	60
127.5	60
127000	72
127001008	120
127002001	120
127003006	120
127012008	120
127015005	120
127018007	120
127020005	120
127021009	120
127022002	120
127024001	120
127027008	120
127034005	120
127035006	120
127040003	120
127057004	120
127062003	120
127069007	120
127070008	120
127071007	120
127072000	120
127073005	120
12711	92
1272	92
127230005	120
12727	92
127300	72
12731000	120
127345001	120
12736	92
127389001	120
12740	92
127400	72
12744	92
127500	72
127550	72
127559009	120
127570002	120
127579001	120
1276	99
12764	92
12769	92
127700	72
127750	72
127800	72
12782	92
127962001	120
128.0	60
128.1	60
128.8	60
128.9	60
1280	92
128045006	120
128060009	120
128078004	120
128079007	120
128099001	120
128100	72
128105004	120
128134005	120
12818004	120
128189008	120
128192007	120
128200	72
128200000	120
128202008	120
128209004	120
128210009	120
128212001	120
128213006	120
12825006	120
128295000	120
128348002	120
128350005	120
128415001	120
12845	92
128457007	120
128459005	120
128460000	120
128473001	120
128496001	120
128498000	120
1285	92
128524007	120
128525008	120
12856003	120
128609009	120
128612007	120
128613002	120
128642005	120
128685001	120
128741006	120
12875	92
128755003	120
12879	92
128799007	120
128814006	120
128815007	120
128816008	120
128818009	120
128832006	120
128841001	120
128843003	120
128844009	120
128856005	120
128857001	120
128858006	120
128869009	120
128878003	120
128917003	120
128918008	120
128919000	120
128920006	120
128922003	120
128923008	120
128924002	120
128925001	120
128928004	120
129	60
12901	92
12909	92
129103003	120
129103003	127
12916	92
12926	92
12933008	120
12934	92
12938	92
129400	72
129458007	120
