disease_id	name	url	code_id	name
DIS000550	Familial partial lipodystrophy	http://en.wikipedia.org/wiki/Familial_partial_lipodystrophy	608600	OMIM
DIS000550	Familial partial lipodystrophy	http://en.wikipedia.org/wiki/Familial_partial_lipodystrophy	E88.1	IDC-10
DIS000553	Myalgia	http://en.wikipedia.org/wiki/Myalgia	3178	MedlinePlus
DIS000553	Myalgia	http://en.wikipedia.org/wiki/Myalgia	729.1	IDC-9
DIS000553	Myalgia	http://en.wikipedia.org/wiki/Myalgia	D063806	MeSH
DIS000553	Myalgia	http://en.wikipedia.org/wiki/Myalgia	M79.1	IDC-10
DIS000555	Saal Greenstein syndrome	http://en.wikipedia.org/wiki/Saal_Greenstein_syndrome	none	IDC-10
DIS000555	Saal Greenstein syndrome	http://en.wikipedia.org/wiki/Saal_Greenstein_syndrome	none	IDC-9
DIS000555	Saal Greenstein syndrome	http://en.wikipedia.org/wiki/Saal_Greenstein_syndrome	Q87.1	IDC-10
DIS000559	Diabetic foot ulcer	http://en.wikipedia.org/wiki/Diabetic_foot_ulcer	460282	eMedicine
DIS000584	Peripheral giant-cell granuloma	http://en.wikipedia.org/wiki/Peripheral_giant-cell_granuloma	523.8	IDC-9
DIS000584	Peripheral giant-cell granuloma	http://en.wikipedia.org/wiki/Peripheral_giant-cell_granuloma	D006101	MeSH
DIS000584	Peripheral giant-cell granuloma	http://en.wikipedia.org/wiki/Peripheral_giant-cell_granuloma	K06.8	IDC-10
DIS000595	Combined immunodeficiencies	http://en.wikipedia.org/wiki/Combined_immunodeficiencies	279.2	IDC-9
DIS000595	Combined immunodeficiencies	http://en.wikipedia.org/wiki/Combined_immunodeficiencies	D81.	IDC-10
DIS000640	Pelvic pain	http://en.wikipedia.org/wiki/Pelvic_pain	625.9	IDC-9
DIS000640	Pelvic pain	http://en.wikipedia.org/wiki/Pelvic_pain	789.00	IDC-9
DIS000640	Pelvic pain	http://en.wikipedia.org/wiki/Pelvic_pain	D017699	MeSH
DIS000640	Pelvic pain	http://en.wikipedia.org/wiki/Pelvic_pain	R10.2	IDC-10
DIS000663	Micropsia	http://en.wikipedia.org/wiki/Micropsia	368.14	IDC-9
DIS000663	Micropsia	http://en.wikipedia.org/wiki/Micropsia	D014786	MeSH
DIS000663	Micropsia	http://en.wikipedia.org/wiki/Micropsia	H53	IDC-10
DIS000669	Persistent vegetative state	http://en.wikipedia.org/wiki/Persistent_vegetative_state	780.03	IDC-9
DIS000669	Persistent vegetative state	http://en.wikipedia.org/wiki/Persistent_vegetative_state	D018458	MeSH
DIS000686	Louping ill	http://en.wikipedia.org/wiki/Louping_ill	063.1	IDC-9
DIS000686	Louping ill	http://en.wikipedia.org/wiki/Louping_ill	7591	DiseasesDB
DIS000686	Louping ill	http://en.wikipedia.org/wiki/Louping_ill	A84.8	IDC-10
DIS000686	Louping ill	http://en.wikipedia.org/wiki/Louping_ill	D008146	MeSH
DIS000690	Polychromasia	http://en.wikipedia.org/wiki/Polychromasia	1318	MedlinePlus
DIS000704	Cystic nephroma	http://en.wikipedia.org/wiki/Cystic_nephroma	223.0	IDC-9
DIS000704	Cystic nephroma	http://en.wikipedia.org/wiki/Cystic_nephroma	D30.0	IDC-10
DIS000712	Kufs disease	http://en.wikipedia.org/wiki/Kufs_disease	162350	OMIM
DIS000712	Kufs disease	http://en.wikipedia.org/wiki/Kufs_disease	E75.4	IDC-10
DIS000715	Halogenoderma	http://en.wikipedia.org/wiki/Halogenoderma	1090031	eMedicine
DIS000717	Aminoaciduria	http://en.wikipedia.org/wiki/Aminoaciduria	14901	DiseasesDB
DIS000717	Aminoaciduria	http://en.wikipedia.org/wiki/Aminoaciduria	3366	MedlinePlus
DIS000733	Blue nails	http://en.wikipedia.org/wiki/Blue_nails	1513	DiseasesDB
DIS000772	Central retinal artery occlusion	http://en.wikipedia.org/wiki/Central_retinal_artery_occlusion	1223625	eMedicine
DIS000798	Ventricular aneurysm	http://en.wikipedia.org/wiki/Ventricular_aneurysm	414.1	IDC-9
DIS000798	Ventricular aneurysm	http://en.wikipedia.org/wiki/Ventricular_aneurysm	D006322	MeSH
DIS000798	Ventricular aneurysm	http://en.wikipedia.org/wiki/Ventricular_aneurysm	I25.3	IDC-10
DIS000809	Chronic pulmonary aspergillosis	http://en.wikipedia.org/wiki/Chronic_pulmonary_aspergillosis	B44.0	IDC-10
DIS000809	Chronic pulmonary aspergillosis	http://en.wikipedia.org/wiki/Chronic_pulmonary_aspergillosis	B44.1	IDC-10
DIS000824	Pulmonary consolidation	http://en.wikipedia.org/wiki/Pulmonary_consolidation	10949	DiseasesDB
DIS000827	Addiction	http://en.wikipedia.org/wiki/Addiction	F10-F19	IDC-10
DIS000827	Addiction	http://en.wikipedia.org/wiki/Addiction	F10-F19subdivision .2	IDC-10
DIS000827	Addiction	http://en.wikipedia.org/wiki/Addiction	subdivision .2	IDC-10
DIS000857	Wunderlich syndrome	http://en.wikipedia.org/wiki/Wunderlich_syndrome	192050	OMIM
DIS000859	Compulsive hoarding	http://en.wikipedia.org/wiki/Compulsive_hoarding	D060845	MeSH
DIS000860	Paralysis	http://en.wikipedia.org/wiki/Paralysis	359.3	IDC-9
DIS000860	Paralysis	http://en.wikipedia.org/wiki/Paralysis	D010243	MeSH
DIS000860	Paralysis	http://en.wikipedia.org/wiki/Paralysis	G83.9	IDC-10
DIS000866	Hypoxia (medical)	http://en.wikipedia.org/wiki/Hypoxia_(medical)	799.02	IDC-9
DIS000866	Hypoxia (medical)	http://en.wikipedia.org/wiki/Hypoxia_(medical)	D000860	MeSH
DIS000866	Hypoxia (medical)	http://en.wikipedia.org/wiki/Hypoxia_(medical)	J96	IDC-10
DIS000875	Myoclonic astatic epilepsy	http://en.wikipedia.org/wiki/Myoclonic_astatic_epilepsy	G40.4	IDC-10
DIS000898	Familial hypertriglyceridemia	http://en.wikipedia.org/wiki/Familial_hypertriglyceridemia	145750	OMIM
DIS000900	Indigestion	http://en.wikipedia.org/wiki/Indigestion	30831	DiseasesDB
DIS000900	Indigestion	http://en.wikipedia.org/wiki/Indigestion	3260	MedlinePlus
DIS000900	Indigestion	http://en.wikipedia.org/wiki/Indigestion	536.8	IDC-9
DIS000900	Indigestion	http://en.wikipedia.org/wiki/Indigestion	K30	IDC-10
DIS000900	Indigestion	http://en.wikipedia.org/wiki/Indigestion	K30.	IDC-10
DIS000913	Distal radius fracture	http://en.wikipedia.org/wiki/Distal_radius_fracture	S52.5	IDC-10
DIS000922	Sulfuric acid poisoning	http://en.wikipedia.org/wiki/Sulfuric_acid_poisoning	2492	MedlinePlus
DIS000948	Cutaneous B-cell lymphoma	http://en.wikipedia.org/wiki/Cutaneous_B-cell_lymphoma	1099540	eMedicine
DIS000956	Aspartylglucosaminuria	http://en.wikipedia.org/wiki/Aspartylglucosaminuria	208400	OMIM
DIS000956	Aspartylglucosaminuria	http://en.wikipedia.org/wiki/Aspartylglucosaminuria	E77.1	IDC-10
DIS000961	Blastic NK cell lymphoma	http://en.wikipedia.org/wiki/Blastic_NK_cell_lymphoma	C86.4	IDC-10
DIS000965	Isolated hypogonadotropic hypogonadism	http://en.wikipedia.org/wiki/Isolated_hypogonadotropic_hypogonadism	146110	OMIM
DIS000965	Isolated hypogonadotropic hypogonadism	http://en.wikipedia.org/wiki/Isolated_hypogonadotropic_hypogonadism	E23.0	IDC-10
DIS000971	Painful fat herniation	http://en.wikipedia.org/wiki/Painful_fat_herniation	1081728	eMedicine
DIS000984	Linear and whorled nevoid hypermelanosis	http://en.wikipedia.org/wiki/Linear_and_whorled_nevoid_hypermelanosis	614323	OMIM
DIS000984	Linear and whorled nevoid hypermelanosis	http://en.wikipedia.org/wiki/Linear_and_whorled_nevoid_hypermelanosis	L81.4	IDC-10
DIS001002	Hemoperitoneum	http://en.wikipedia.org/wiki/Hemoperitoneum	568.81	IDC-9
DIS001002	Hemoperitoneum	http://en.wikipedia.org/wiki/Hemoperitoneum	D006465	MeSH
DIS001002	Hemoperitoneum	http://en.wikipedia.org/wiki/Hemoperitoneum	K66.1	IDC-10
DIS001013	Renal dysplasia-limb defects syndrome	http://en.wikipedia.org/wiki/Renal_dysplasia-limb_defects_syndrome	266910	OMIM
DIS001013	Renal dysplasia-limb defects syndrome	http://en.wikipedia.org/wiki/Renal_dysplasia-limb_defects_syndrome	D012035	MeSH
DIS001013	Renal dysplasia-limb defects syndrome	http://en.wikipedia.org/wiki/Renal_dysplasia-limb_defects_syndrome	G60.1	IDC-10
DIS001036	Bladder outlet obstruction	http://en.wikipedia.org/wiki/Bladder_outlet_obstruction	2238	MedlinePlus
DIS001038	Cellulite	http://en.wikipedia.org/wiki/Cellulite	2033	MedlinePlus
DIS001060	Alacrima	http://en.wikipedia.org/wiki/Alacrima	1210539	eMedicine
DIS001061	HEC syndrome	http://en.wikipedia.org/wiki/HEC_syndrome	600559	OMIM
DIS001061	HEC syndrome	http://en.wikipedia.org/wiki/HEC_syndrome	Q87.8	IDC-10
DIS001065	Venezuelan hemorrhagic fever	http://en.wikipedia.org/wiki/Venezuelan_hemorrhagic_fever	A96.8	IDC-10
DIS001081	Polyuria	http://en.wikipedia.org/wiki/Polyuria	3146	MedlinePlus
DIS001081	Polyuria	http://en.wikipedia.org/wiki/Polyuria	788.42	IDC-9
DIS001081	Polyuria	http://en.wikipedia.org/wiki/Polyuria	D011141	MeSH
DIS001081	Polyuria	http://en.wikipedia.org/wiki/Polyuria	R35	IDC-10
DIS001081	Polyuria	http://en.wikipedia.org/wiki/Polyuria	R35.	IDC-10
DIS001088	Frontotemporal dementia and parkinsonism linked to chromosome 17	http://en.wikipedia.org/wiki/Frontotemporal_dementia_and_parkinsonism_linked_to_chromosome_17	600274	OMIM
DIS001107	Dermabrasion	http://en.wikipedia.org/wiki/Dermabrasion	2987	MedlinePlus
DIS001109	Tuberculous lymphadenitis	http://en.wikipedia.org/wiki/Tuberculous_lymphadenitis	017.2	IDC-9
DIS001109	Tuberculous lymphadenitis	http://en.wikipedia.org/wiki/Tuberculous_lymphadenitis	A18.2	IDC-10
DIS001112	Sebaceous adenoma	http://en.wikipedia.org/wiki/Sebaceous_adenoma	2292	MedlinePlus
DIS001130	Pancreas transplantation	http://en.wikipedia.org/wiki/Pancreas_transplantation	3007	MedlinePlus
DIS001155	Hemifacial microsomia	http://en.wikipedia.org/wiki/Hemifacial_microsomia	164210	OMIM
DIS001155	Hemifacial microsomia	http://en.wikipedia.org/wiki/Hemifacial_microsomia	758.0	IDC-9
DIS001155	Hemifacial microsomia	http://en.wikipedia.org/wiki/Hemifacial_microsomia	D006053	MeSH
DIS001155	Hemifacial microsomia	http://en.wikipedia.org/wiki/Hemifacial_microsomia	Q90	IDC-10
DIS001155	Hemifacial microsomia	http://en.wikipedia.org/wiki/Hemifacial_microsomia	Q90.	IDC-10
DIS001158	Adult-onset immunodeficiency syndrome	http://en.wikipedia.org/wiki/Adult-onset_immunodeficiency_syndrome	D84.8	IDC-10
DIS001171	Adrenocortical hyperfunction	http://en.wikipedia.org/wiki/Adrenocortical_hyperfunction	255.0	IDC-9
DIS001171	Adrenocortical hyperfunction	http://en.wikipedia.org/wiki/Adrenocortical_hyperfunction	255.1	IDC-9
DIS001171	Adrenocortical hyperfunction	http://en.wikipedia.org/wiki/Adrenocortical_hyperfunction	D000308	MeSH
DIS001171	Adrenocortical hyperfunction	http://en.wikipedia.org/wiki/Adrenocortical_hyperfunction	E24,E26	IDC-10
DIS001171	Adrenocortical hyperfunction	http://en.wikipedia.org/wiki/Adrenocortical_hyperfunction	E24.	IDC-10
DIS001171	Adrenocortical hyperfunction	http://en.wikipedia.org/wiki/Adrenocortical_hyperfunction	E26.	IDC-10
DIS001194	Posterior vitreous detachment	http://en.wikipedia.org/wiki/Posterior_vitreous_detachment	379.21	IDC-9
DIS001204	Gumma (pathology)	http://en.wikipedia.org/wiki/Gumma_(pathology)	090.5	IDC-9
DIS001204	Gumma (pathology)	http://en.wikipedia.org/wiki/Gumma_(pathology)	094.9	IDC-9
DIS001204	Gumma (pathology)	http://en.wikipedia.org/wiki/Gumma_(pathology)	095	IDC-9
DIS001204	Gumma (pathology)	http://en.wikipedia.org/wiki/Gumma_(pathology)	102.6	IDC-9
DIS001204	Gumma (pathology)	http://en.wikipedia.org/wiki/Gumma_(pathology)	859	MedlinePlus
DIS001204	Gumma (pathology)	http://en.wikipedia.org/wiki/Gumma_(pathology)	A52.3	IDC-10
DIS001204	Gumma (pathology)	http://en.wikipedia.org/wiki/Gumma_(pathology)	A52.3A52.7	IDC-10
DIS001204	Gumma (pathology)	http://en.wikipedia.org/wiki/Gumma_(pathology)	A52.7	IDC-10
DIS001218	Glycine encephalopathy	http://en.wikipedia.org/wiki/Glycine_encephalopathy	605899	OMIM
DIS001218	Glycine encephalopathy	http://en.wikipedia.org/wiki/Glycine_encephalopathy	D020158	MeSH
DIS001231	Earwax	http://en.wikipedia.org/wiki/Earwax	979	MedlinePlus
DIS001252	Generalized eruptive histiocytoma	http://en.wikipedia.org/wiki/Generalized_eruptive_histiocytoma	D76.3	IDC-10
DIS001256	Microcheilia	http://en.wikipedia.org/wiki/Microcheilia	744.82	IDC-9
DIS001256	Microcheilia	http://en.wikipedia.org/wiki/Microcheilia	Q18.7	IDC-10
DIS001257	Neck pain	http://en.wikipedia.org/wiki/Neck_pain	3025	MedlinePlus
DIS001257	Neck pain	http://en.wikipedia.org/wiki/Neck_pain	723.1	IDC-9
DIS001257	Neck pain	http://en.wikipedia.org/wiki/Neck_pain	D019547	MeSH
DIS001257	Neck pain	http://en.wikipedia.org/wiki/Neck_pain	M54.2	IDC-10
DIS001274	Pagetoid reticulosis	http://en.wikipedia.org/wiki/Pagetoid_reticulosis	C84.0	IDC-10
DIS001274	Pagetoid reticulosis	http://en.wikipedia.org/wiki/Pagetoid_reticulosis	D056267	MeSH
DIS001276	Nervous system neoplasm	http://en.wikipedia.org/wiki/Nervous_system_neoplasm	C69-C72D31-D33	IDC-10
DIS001276	Nervous system neoplasm	http://en.wikipedia.org/wiki/Nervous_system_neoplasm	D009423	MeSH
DIS001284	Myhre syndrome	http://en.wikipedia.org/wiki/Myhre_syndrome	139210	OMIM
DIS001284	Myhre syndrome	http://en.wikipedia.org/wiki/Myhre_syndrome	Q87.8	IDC-10
DIS001286	Anosognosia	http://en.wikipedia.org/wiki/Anosognosia	780.9	IDC-9
DIS001286	Anosognosia	http://en.wikipedia.org/wiki/Anosognosia	R41.8	IDC-10
DIS001290	Secondary sclerosing cholangitis	http://en.wikipedia.org/wiki/Secondary_sclerosing_cholangitis	K83.0	IDC-10
DIS001297	Rheumatoid lung disease	http://en.wikipedia.org/wiki/Rheumatoid_lung_disease	113	MedlinePlus
DIS001330	Swelling (medical)	http://en.wikipedia.org/wiki/Swelling_(medical)	3103	MedlinePlus
DIS001330	Swelling (medical)	http://en.wikipedia.org/wiki/Swelling_(medical)	782.2	IDC-9
DIS001330	Swelling (medical)	http://en.wikipedia.org/wiki/Swelling_(medical)	784.2	IDC-9
DIS001330	Swelling (medical)	http://en.wikipedia.org/wiki/Swelling_(medical)	786.6	IDC-9
DIS001330	Swelling (medical)	http://en.wikipedia.org/wiki/Swelling_(medical)	789.3	IDC-9
DIS001330	Swelling (medical)	http://en.wikipedia.org/wiki/Swelling_(medical)	R22.	IDC-10
DIS001333	Spinal stenosis	http://en.wikipedia.org/wiki/Spinal_stenosis	441	MedlinePlus
DIS001333	Spinal stenosis	http://en.wikipedia.org/wiki/Spinal_stenosis	M48.0	IDC-10
DIS001349	Adipsia	http://en.wikipedia.org/wiki/Adipsia	981022	eMedicine
DIS001382	Cardiac myxoma	http://en.wikipedia.org/wiki/Cardiac_myxoma	1075	DiseasesDB
DIS001382	Cardiac myxoma	http://en.wikipedia.org/wiki/Cardiac_myxoma	7273	MedlinePlus
DIS001387	Chemical pneumonitis	http://en.wikipedia.org/wiki/Chemical_pneumonitis	143	MedlinePlus
DIS001458	Respiratory bronchiolitis interstitial lung disease	http://en.wikipedia.org/wiki/Respiratory_bronchiolitis_interstitial_lung_disease	J68.4	IDC-10
DIS001490	Chest pain in children	http://en.wikipedia.org/wiki/Chest_pain_in_children	3079	MedlinePlus
DIS001490	Chest pain in children	http://en.wikipedia.org/wiki/Chest_pain_in_children	786.5	IDC-9
DIS001490	Chest pain in children	http://en.wikipedia.org/wiki/Chest_pain_in_children	D002637	MeSH
DIS001490	Chest pain in children	http://en.wikipedia.org/wiki/Chest_pain_in_children	R07.	IDC-10
DIS001500	Acalculia	http://en.wikipedia.org/wiki/Acalculia	784.69	IDC-9
DIS001500	Acalculia	http://en.wikipedia.org/wiki/Acalculia	and	IDC-10
DIS001500	Acalculia	http://en.wikipedia.org/wiki/Acalculia	F81.2	IDC-10
DIS001500	Acalculia	http://en.wikipedia.org/wiki/Acalculia	R48.8	IDC-10
DIS001535	Malouf syndrome	http://en.wikipedia.org/wiki/Malouf_syndrome	212112	OMIM
DIS001535	Malouf syndrome	http://en.wikipedia.org/wiki/Malouf_syndrome	ICD-10: Q87.8	IDC-10
DIS001542	Lupus miliaris disseminatus faciei	http://en.wikipedia.org/wiki/Lupus_miliaris_disseminatus_faciei	1070740	eMedicine
DIS001557	Fasciitis	http://en.wikipedia.org/wiki/Fasciitis	729.4	IDC-9
DIS001557	Fasciitis	http://en.wikipedia.org/wiki/Fasciitis	D005208	MeSH
DIS001557	Fasciitis	http://en.wikipedia.org/wiki/Fasciitis	M72.9	IDC-10
DIS001576	Kidney transplantation	http://en.wikipedia.org/wiki/Kidney_transplantation	3005	MedlinePlus
DIS001636	Sarcopenia	http://en.wikipedia.org/wiki/Sarcopenia	M62.8	IDC-10
DIS001663	CNS demyelinating autoimmune diseases	http://en.wikipedia.org/wiki/CNS_demyelinating_autoimmune_diseases	D020278	MeSH
DIS001694	Moon face	http://en.wikipedia.org/wiki/Moon_face	3105	MedlinePlus
DIS001702	Hereditary progressive mucinous histiocytosis	http://en.wikipedia.org/wiki/Hereditary_progressive_mucinous_histiocytosis	142630	OMIM
DIS001702	Hereditary progressive mucinous histiocytosis	http://en.wikipedia.org/wiki/Hereditary_progressive_mucinous_histiocytosis	D76.3	IDC-10
DIS001716	Hypochondrogenesis	http://en.wikipedia.org/wiki/Hypochondrogenesis	200610	OMIM
DIS001716	Hypochondrogenesis	http://en.wikipedia.org/wiki/Hypochondrogenesis	Q77.0	IDC-10
DIS001724	Autosomal recessive multiple epiphyseal dysplasia	http://en.wikipedia.org/wiki/Autosomal_recessive_multiple_epiphyseal_dysplasia	226900	OMIM
DIS001747	Necrobiosis	http://en.wikipedia.org/wiki/Necrobiosis	799.89	IDC-9
DIS001747	Necrobiosis	http://en.wikipedia.org/wiki/Necrobiosis	D017441	MeSH
